,_id,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,LINK,DATA_COLETA
0,60faf0146b65d1ecae4649c5,Cachaça Estância Moretti Carvalho 4 anos 750ml," R$ 399,99 "," Luiz herdou a paixão pela bebida da família Moretti, que veio da Itália e tinha a tradição de trabalhar com bebidas. Mas o amor pelo destilado tipicamente brasileiro veio do pai e do avô, que eram grandes apreciadores da Cachaça, inclusive prezavam sempre por beber uma boa dose juntos. Coincidência ou não desde sempre a Cachaça fez parte de sua vida, sendo através do seu trabalho ou simplesmente degustando e colecionando bons rótulos. “Eu sempre fui muito encantado por Cachaça por ser um produto brasileiro e com uma riqueza de história. Cachaça é sempre bem-vinda numa roda de amigos e pode harmonizar com um bom churrasco.”, afirma Moretti. Mas com o passar dos anos Luiz começou a sentir uma vontade de produzir a sua própria Cachaça, algo que atendesse as características sensoriais que ele procurava. Queria fazer a sua própria Cachaça Artesanal, uma vez que ele era encantado pelo processo de fabricação e pela qualidade fantástica do produto final. Ainda bem que ele tirou o plano do coração, e em 2001 lançou a Cachaça Estância Moretti, que carrega o nome de sua família. “Encantadora e mágica a Cachaça sempre me traz boas e ótimas lembranças.” Atualmente a Cachaça é produzida na Cachaçaria Companheira na cidade de Jandaia do Sul, no Paraná. Por lá o corte e a colheita da cana-de-açúcar utilizada para a fabricação do destilado é feito de forma manual e no inverno, pois é quando a cana está madura. A destilação é feita em alambique de cobre e todo o processo de envelhecimento são feitos em barris de carvalho americano ou francês. Luiz teve o zelo de produzir uma Cachaça com características sensoriais únicas. Uma cachaça onde as lágrimas escorrem no tempo correto e cada gole proporciona ao apreciador uma lembrança marcante e suave ao seu paladar. A Cachaça Estância Moretti não é apenas uma bebida, é uma obra de arte, onde todos os detalhes foram cuidadosamente pensados, desde a produção até a escolha do rótulo, da garrafa e das rolhas, que foram escolhidas para que a Cachaça não evapore e para que a qualidade seja conservada. Te convidamos a degustar esses rótulos e se surpreender com os sabores e aromas! ",Volume: 750ml,,,,4 anos,https://www.araraunacachacaria.com.br/cachaca-estancia-moretti-carvalho-4-anos-750ml,12/07/2021 23:31
1,60faf0146b65d1ecae4649c6,Cachaça Da Várzea 600ml," R$ 39,90 "," A Cachaça Da Várzea é produzida na cidade de Varzelândia/MG. Localizada entre as regiões de Salinas/MG e Januária/MG o terroir dessa região se destaca nas melhores cachaças do Brasil. A Cachaça Da Várzea é envelhecida em toníes de umburana, bálsamo e jequitibá, com teor alcoólico de 42º, com sabor e aromas bastante apreciados pelo Brasil e Exterior. Tem como diferencial o método de produção elaborado com fermentação caipira e utiliza cana-de-açúcar crua produzida na própria fazenda, no Norte de Minas. A Cachaça da Várzea obedece a rigorosos critérios de produção. A água utilizada na produção da Cachaça da Várzea vem do Riacho São Felipe, afluente do Rio São Francisco e sub-afluente da Bacia do Verde Grande, contribuindo para o solo de várzea, bastante propício para o cultivo da cana-de-açúcar. ",Volume: 600ml,,,,,https://www.araraunacachacaria.com.br/cachaca-da-varzea-600ml,12/07/2021 23:31
2,60faf0146b65d1ecae4649c7,Cachaça Orizona Gold Black 750ml," R$ 59,99 "," Orizona Gold Black é destilada em alambiques de cobre, descansada em dornas de inox e envelhecida em barris de carvalho por 6 anos! Um destilado excepcional, de aroma suave e amadeirado, sabor marcante e aveludado com notas de baunilha... apreciem em seus melhores momentos! GOLD BLACK é envasada e garrafa sofisticada e é para aqueles que gostam de um sabor requintado! Aprecie com responsabilidade! Apresentação 750ml ​Origem: Orizona/GO 41% gradação alcoólica ",Volume: 750ml,,,,,https://www.araraunacachacaria.com.br/cachaca-orizona-gold-black-750ml-,12/07/2021 23:31
3,60faf0146b65d1ecae4649c8,Cachaça Salinas Umburana 700ml," R$ 42,99 "," A Cachaça Salinas Tradicional é envelhecida 3 anos em tonéis de Bálsamo, possui coloração clara e sabor suave e amadeirado. Graduação alcoólica: 42% vol. Armazenamento: Bálsamo – 3 anos. Cor: Branco-amarelada, brilhante e límpida. Aroma: Frutado com sutis traços de madeira. Sabor: Leve e macia, com acidez equilibrada. Harmonização: Acompanha petiscos, caldos e pratos à base de frutos do mar. ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-salinas-umburana-700ml,12/07/2021 23:31
4,60faf0156b65d1ecae4649c9,Cachaça Orizona Ouro 750ml," R$ 69,99 "," Orizona Ouro é uma cachaça pura e de qualidade, envelhecida por 3 anos em barris de carvalho francês. Possui baixa acidez, um sabor adocicado com notas de baunilha e frutas cítricas, além de um aroma suave com um toque amadeirado. Um verdadeiro espetáculo de destilado, aprecie em seus melhores momentos e com responsabilidade!!! Apresentação 750ml 43% gradação alcoólica ​Origem: Orizona/GO ",Volume: 750ml,,,,,https://www.araraunacachacaria.com.br/cachaca-orizona-ouro-750ml,12/07/2021 23:31
5,60faf0156b65d1ecae4649ca,Cachaça Artesanal Fininha Prata 700ml," R$ 49,90 "," A Cachaça Fininha é produzida na Fazenda Capão da Palha em um lindo vale na Chapada dos Veadeiros, nordeste de Goiás. Ela serve de base para as cachaças artesanais Capão da Palha. Possui aroma sensacional, que remete ao caldo de cana puro. Limpidez incrível, sinal de boa filtragem. e um sabor inconfundível. Ideal para doses e drinks. ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-artesanal-fininha-prata-700ml-2020-12-01-19-42-06,12/07/2021 23:31
6,60faf0156b65d1ecae4649cb,Cachaça Vanderley Azevedo Extra Premium 12 anos 700ml," R$ 309,00 "," Cachaça Artesanal produzida em Ituiutaba-MG pontal do triangulo mineiro destilada por Vanderley Azevedo e Cássio Azevedo. Cachaça Premiada com duas medalhas de prata nos dois maiores concursos de destilado do mundo. Em 2019 ela foi condecorada com a medalha de prata no Spirits Selection e em 2020 recebeu medalha de prata no San Francisco Spirits World Competition. A cachaça Extra Premium Vanderley Azevedo é um single barrel de um barril de carvalho francês, feita com fermento caipira e destilada em alambiques de cobre. Os 12 anos de envelhecimento trouxeram muitas complexidades que você pode conferir na seção análise sensorial feita pelos juízes do Spirits Selection. Análise Sensorial Extra APARÊNCIA: Cor dourada com reflexos verdes. AROMA: Intensidade média no nariz, aromas florais e frutados muito agradáveis, com notas de anis, folhas secas e ervas, pimenta e frutas vermelhas. SABOR: Grande equilíbrio no palato, com persistência elegante da madeira. Notas de frutas vermelhas, caramelo e doce de leite. Notas de ervas medicinais. IMPRESSÃO GERAL: Produto bem feito, com personalidade Elegante e charmosa, sua estrutura e perfil são fortemente marcados por um envelhecimento bem controlado. Um pouco incomum para uma cachaça, uma ótima bebida! Madeira: Carvalho Francês Envelhecimento: 12 anos Graduação Alcoólica: 40% Volume: 750ml Safra: 2007 ",Volume: 700ml,,,,12 anos,https://www.araraunacachacaria.com.br/cachaca-vanderley-azevedo-extra-premium-700ml,12/07/2021 23:32
7,60faf0156b65d1ecae4649cc,Cachaça Cabaré Ouro 700ml," R$ 45,90 "," A Cachaça Cabé Ouro é envelhecida por 6 meses em tonéis de carvalho europeu, possui um sabor suave e macio. OrigemMirassol/SP Volume700ml Teor Alcoólico38.0% MadeiraCarvalho ",700ml,38.0%,Carvalho,Mirassol/SP,,https://www.araraunacachacaria.com.br/cachaca-cabare-ouro-700ml,12/07/2021 23:32
8,60faf0156b65d1ecae4649cd,Cachaça Dom Bré Clássica Jequitibá 700ml," R$ 149,00 "," A marca DOM BRÉ com o seu brasão, remete aos símbolos das famílias tradicionais mineiras, que inspiram princípios éticos e responsáveis por gerações. A Cachaça Dom Bré Clássica Jequitibá traz o aveludado amendoado da superior cachaça de qualidade descansada em tonéis de jequitiba-rosa, que empresta ao produto uma delicadeza que a deixa ótima para ser degustada pura acompanhando todos os pratos da cozinha nacional. Origem: Guarani / MG Madeira: Jequitibá Envelhecimento: 3 anos Grad. Alcoólica: 40% Volume: 750ml ",Volume: 750ml,40%,Jequitibá,Guarani / MG,3 anos,https://www.araraunacachacaria.com.br/cachaca-dom-bre-classica-jequitiba-700ml,12/07/2021 23:32
9,60faf0156b65d1ecae4649ce,Cachaça Vanderley Azevedo Premium Gold Carvalho 2 Anos 700ml," R$ 309,00 "," Essa cachaça é envelhecida por dois anos em Carvalho Francês. Lhe conferindo aromas e sabores especiais A história da cachaça Vanderley Azevedo teve início em 1940, quando meu avô Sergio José de Araujo, em busca de diamantes no Rio Tejuco, firmou residência na cidade de Ituiutaba. Aqui, montou um armazém para atender às demandas do garimpo e dos moradores da cidade. Vanderley Azevedo “Em 1968, fui trabalhar com meu avô no armazém e observava que o caixeiro-viajante deixava alguns tonéis com cachaça e, após 15 dias passava, para pegá-los. Nesse processo, tornei-me o responsável por envasar a cachaça. Em 1984, meu irmão e eu compramos uma fazenda para realizarmos, nós mesmos, nossa própria produção de cachaça. Desde então, destilamos o melaço da cana de açúcar de forma artesanál.” Todo esse processo é feito com a mesma dedicação desde 1984. Em cada gota da Vanderley Azevedo está depositado todo o afeto típico do povo do interior mineiro. Essa cachaça foi medalha de ouro no concurso mundial de Bruxelas em 2019. ",Volume: 700ml,,,,2 Anos,https://www.araraunacachacaria.com.br/cachaca-vanderley-azevedo-premium-gold-700ml,12/07/2021 23:32
10,60faf0156b65d1ecae4649cf,Cachaça Velho Ferreira Ouro 700ml," R$ 45,90 "," A Cachaça Velho Ferreira Ouro fica armazenada por 1 ano e meio no jequitibá rosa e mais 2 anos no barril de Carvalho. O Carvalho europeu dá essa coloração dourada e o sabor amadeirado na cachaça. Na primeira metade século XX, do simpático vilarejo de Vitoriano Veloso (Bichinho), partia o tropeiro Antônio Ferreira Neto, que por estradas poeirentas e no lombo de burros comprava uma das melhores cachaças da região. O produto era levado para o armazém de seu pai, Vicente Ferreira Rodrigues, conhecido comercialmente em São João Del-Rei. Tanto o pai como o filho acalentavam o desejo de produzir um dia a própria cachaça. O sonho de ambos foi concretizado pela terceira geração da família. Em 1997 nascia a Velho Ferreira, que reúne a experiência de décadas na arte de selecionar e oferecer a mais pura e autêntica cachaça mineira. O nome é uma homenagem de Cláudio Ferreira da Silva a seu pai, Antônio Ferreira Neto o (Velho Ferreira), cuja foto estampa o rótulo desta singular bebida. Sempre em alambiques de cobre, foi produzida até 2015 no Bichinho. Hoje é produzida na fazenda Cantagalo (Prados - MG), mas mantém seu vínculo com Bichinho, onde é armazenada, envelhecida e comercializada. A Velho Ferreira oferece a seus apreciadores o sabor das histórias, a excelência das matérias-primas, o saber de pai para filho e a tradição das melhores cachaças de Minas Gerais. ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-velho-ferreira-ouro-700ml,12/07/2021 23:32
11,60faf0156b65d1ecae4649d0,Cachaça Espírito de Minas 700ml,"            R$ 89,99   "," A cachaça Espírito de Minas é uma bebida com corpo suave, aroma de banana e toque de milho. O paladar é agradável, levemente picante no final. Fabricada na cidade de São Tiago, em Minas Gerais, o produto é feito a partir da cana colhida apenas quando atinge o maior estágio de concentração de açúcar. Ficha Técnica País de Origem: Brasil Região: Minas Gerais Volume: 700ml Envelhecimento: 2 anos em barris de carvalho europeu. Tipo: Destilado de Cana-de-Açúcar Teor Alcoólico: 42,00%* Destilaria: Fazenda Santa Luzia ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-espirito-de-minas-700ml,12/07/2021 23:32
12,60faf0156b65d1ecae4649d1,Cachaça Saliníssima Ouro 670ml," R$ 59,90 "," Saliníssima valoriza a cultura cachaceira e é uma das tradicionais e autênticas cachaças da região de Salinas. A cachaça é uma alternativa aos paladares que buscam simplicidade, rusticidade e tradição em equilíbrio com a vida moderna e com as melhores coisas da vida. Reúne características de uma genuína cachaça artesanal de alto padrão. O processo de envelhecimento, em barris de bálsamo, confere à bebida um sabor amadeirado e macio. A cor amarelada e o corpo vigoroso, refletem o cuidado em cultivar as práticas originais de produção das cachaças artesanais mineiras. Saliníssima é produzida na Fazenda Matrona, na região de Salinas, Minas Gerais, que desde 1955, pelas mãos de Olímpio Mendes, dedica-se ao plantio de cana de açúcar, que era usada para a produção de cachaças e rapaduras. As cachaças eram engarrafadas à mão e vendidas em sua própria casa, para funcionários da fazenda, vizinhos e amigos. Já as rapaduras, eram comercializadas na cidade aos sábados, após percorrerem um longo trajeto em carro de boi. ",Volume: 670ml,,,,,https://www.araraunacachacaria.com.br/salinissima,12/07/2021 23:32
13,60faf0166b65d1ecae4649d2,Cachaça Orizona Tradicional 750ml," R$ 45,00 "," Orizona Tradicional é destilada em alambiques de cobre, descansada em dornas de inox, possui um aroma inconfundível, mantendo o sabor suave, adocicado e aromático encorpado da cana. Sabor alcoólico suave e macia. Aprecie em momentos especiais e com responsabilidade! Apresentação 750ml, 43% gradação alcoólica Origem: Orizona/GO ",Volume: 750ml,,,,,https://www.araraunacachacaria.com.br/cachaca-orizona-tradicional-750ml,12/07/2021 23:32
14,60faf0166b65d1ecae4649d3,Cachaça Artesanal Capão da Palha Extra Premium 3 Anos 750ml," R$ 169,90 "," Cachaça Artesanal Capão da Palha Extra Premium Envelhecida 3 Anos em Madeira Brasileira Canela Amarela – 750ml Produzida na Fazenda Capão da Palha em um lindo vale na Chapada dos Veadeiros, nordeste de Goiás. Diferente da imensa maioria, o envelhecimento na Madeira Brasileira Canela Amarela dá um sabor único, bem diferente dos toneis comuns de carvalho americano ou europeu. OURO EXPOCACHAÇA 2019 A Capão da Palha envelhecida por 3 Anos em Canela Amarela ganhou Ouro na categoria Madeiras Brasileiras na Expocachaça 2019, a maior vitrine mundial do segmento. ",Volume: 750ml,,,,3 Anos,https://www.araraunacachacaria.com.br/cachaca-artesanal-capao-da-palha-extra-premium-3-anos-750ml,12/07/2021 23:32
15,60faf0166b65d1ecae4649d4,Cachaça Velho Ferreira Prata 700ml,"            R$ 46,00   "," A Cachaça Velho Ferreira Prata fica armazenada por 1 ano e meio no jequitibá rosa. O jequitibá Rosa não dá gosto, cheiro e cor na cachaça. Ela apenas descansa na madeira para deixa-la mais macia e suave. Na primeira metade século XX, do simpático vilarejo de Vitoriano Veloso (Bichinho), partia o tropeiro Antônio Ferreira Neto, que por estradas poeirentas e no lombo de burros comprava uma das melhores cachaças da região. O produto era levado para o armazém de seu pai, Vicente Ferreira Rodrigues, conhecido comercialmente em São João Del-Rei. Tanto o pai como o filho acalentavam o desejo de produzir um dia a própria cachaça. O sonho de ambos foi concretizado pela terceira geração da família. Em 1997 nascia a Velho Ferreira, que reúne a experiência de décadas na arte de selecionar e oferecer a mais pura e autêntica cachaça mineira. O nome é uma homenagem de Cláudio Ferreira da Silva a seu pai, Antônio Ferreira Neto o (Velho Ferreira), cuja foto estampa o rótulo desta singular bebida. Sempre em alambiques de cobre, foi produzida até 2015 no Bichinho. Hoje é produzida na fazenda Cantagalo (Prados - MG), mas mantém seu vínculo com Bichinho, onde é armazenada, envelhecida e comercializada. A Velho Ferreira oferece a seus apreciadores o sabor das histórias, a excelência das matérias-primas, o saber de pai para filho e a tradição das melhores cachaças de Minas Gerais. ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-velho-ferreira-prata-700ml,12/07/2021 23:33
16,60faf0166b65d1ecae4649d5,Cachaça Seleta 600ml," R$ 39,90 "," A cachaça Seleta é produzida pela famosa destilaria de mesmo nome, a maior produtora de cachaça artesanal do Brasil, localizada na capital mundial da cachaça, Salinas, hoje detentora de um Selo de Indicação Geográfica, concedida pelo INPI em 2012. Diz-se que a localização geográfica da região de Salinas favorece o desenvolvimento de uma variedade de leveduras selvagens ideal, responsável pelo sabor especial das cachaças produzidas ali. A cachaça artesanal mais vendida do país, a Seleta é produzida com cana-de-açucar cuidadosamente selecionada e de forma artesanal, em alambiques de cobre. Envelhecida em tonéis de Amburana por 2 anos, adquire coloração amarelo palha e uma suavidade típica dessa madeira, além de traços adocicados e aromas delicados. ",Volume: 600ml,,,,,https://www.araraunacachacaria.com.br/cachaca-seleta-600ml,12/07/2021 23:33
17,60faf0166b65d1ecae4649d6,Cachaça Providência 600ml," R$ 39,90 "," A Cachaça Providência é produzida em Buenópolis/MG e envelhecida por 1 ano em tonais de Carvalho e Amburana. Em torno dessa cachaça tem a história de Juscelino Kubitschek, que sempre pedia licença para tomar uma ""providência"" no intervalo de algumas reuniões quando o assunto era massante. A ligação entre minas gerais e Brasília/DF é antiga e por isso temos nessa cachaça a nossa maior expressão de mineiridade com candanguisse. ",Volume: 600ml,,,,,https://www.araraunacachacaria.com.br/cachaca-providencia-600ml,12/07/2021 23:33
18,60faf0176b65d1ecae4649d7,Cachaça Engenho Fazenda Velha Prata 670ml," R$ 35,90 "," Cachaça Engenho Fazenda Velha Prata - 670ml, 39% vol; de Nova Odessa - SP. O Engenho Fazenda Velha é um projeto antigo que nasceu da admiração pelos produtos derivados da cana de açúcar. Com a mudança do Vicente da cidade de Brotas para Americana, o mesmo iniciou seu trabalho em Campinas, no laboratório de física da Unicamp. Começou então seus estudos na biblioteca da universidade e em seguida iniciou seus experimentos para a fabricação da cachaça. No princípio, foi a destilação em um alambique de 600 litros, na cidade de Americana, onde se produziu os primeiros lotes, aproximadamente no ano de 1.980, lote este que faz parte da reserva especial do fundador. O primeiro prédio destinado ao alambique foi construído às margens do Km 121 da Rodovia Anhanguera, no ano de 1.982, onde o projeto tomou mais forma. Com as tentativas de legalização do alambique, vieram as dificuldades no cumprimento de todas as exigências legais, então, o “projeto alambique” foi temporariamente arquivado para dar espaço a indústria metalúrgica da família, que também fazia parte das realizações do nosso fundador. Finalmente no ano 2.000, com a Indústria Metalúrgica já estruturada, foi retomado o “projeto alambique” com a compra de terras em Nova Odessa, no bairro Fazenda Velha ( hoje Recanto da Fazenda ) . Iniciou-se a construção do prédio, fabricação de dispositivos e equipamentos produzidos pela própria Indústria metalúrgica da família, compra de máquinas, automatização, sustentabilidade, legalização, até a concretização do Engenho Fazenda Velha, a fábrica de cachaça do Sr. Vicente Paulo Polacchini que recebeu sua primeira licença de operação da CETESB em 20/12/2016. O Engenho Fazenda Velha está instalado em Nova Odessa - SP, no bairro Recanto da Fazenda, a 30 Km de Campinas. Temos plantação própria de cana de açúcar, produção sustentável quanto a utilização de queima do bagaço da cana na caldeira para geração de calor para a destilação, reaproveitamento do restilo e cinzas para adubação do solo da plantação de cana de açúcar, que é acompanhado por engenheiro agrônomo responsável. Toda linha de produção da cachaça, controlada por técnico químico desde a fermentação até o controle de qualidade e envase ",Volume: 670ml,,,,,https://www.araraunacachacaria.com.br/cachaca-engenho-fazenda-velha-prata-670ml,12/07/2021 23:33
19,60faf0176b65d1ecae4649d8,Cachaça Dom Bré Extra Premium Carvalho 700ml," R$ 149,00 "," A marca DOM BRÉ com o seu brasão, remete aos símbolos das famílias tradicionais mineiras, que inspiram princípios éticos e responsáveis por gerações. A Cachaça Dom Bré Extra Premium Carvalho é uma bebida equilibrada onde o amadeirado em sintonia com o frutado e abaunilhado resulta em uma cachaça leve, porém de sabor marcante que agrada a todos os apreciadores de uma boa cachaça. Em 2020 foi eleita a 4ª melhor cachaça do Brasil pela Cúpula da Cachaça. Origem: Guarani / MG Madeira: Carvalho Envelhecimento: 5 anos Grad. Alcoólica: 40% Volume: 750ml ",Volume: 750ml,40%,Carvalho,Guarani / MG,5 anos,https://www.araraunacachacaria.com.br/cachaca-dom-bre-extra-premium,12/07/2021 23:33
20,60faf0176b65d1ecae4649d9,Cachaça Tiê Prata Edição Comemorativa 750ml," R$ 135,00 "," CACHAÇA TIÊ PRATA EDIÇÃO coMEMORATIVA Eleita e melhor cachaça prata do Brasil em 2020, pela Cúpula da Cacachaça, a Cachaça Tiê Prata Edição Comemorativa é produzida em alambique de cobre seguindo as melhores tradições mineiras e armazenada em inox, a Tiê Prata preserva os aromas e sabores adocicados da cana, com uma agradável picância no final. Excelente para ser bebida pura e perfeita na composição dos mais variados coquetéis. ",Volume: 750ml,,,,,https://www.araraunacachacaria.com.br/cachaca-tie-prata-edicao-comemorativa-750ml,12/07/2021 23:33
21,60faf0176b65d1ecae4649da,Cachaça Samanaú Envelhecida 500ml," R$ 59,99 "," Cachaça Samanaú Envelhecida, essa cachaça mais que especial é envelhecida por 3 anos e barris de carvalho. Características Sensoriais: ✓ Visual: densa, límpida e brilhante. ✓ Olfativa: fina, intensa e persistente. Marcante presença de madeira, lembrando ervas secas com notas de baunilha. ✓ Gustativa: encorpada, macia e fina, decorrente do processo produtivo orgânico. Persistente e de acidez equilibrada. A madeira aparece em primeiro plano. ✓ Impressão Final: fina, intensa e persistente, deixando a boca enxuta, com boa impressão especiada de baunilha. ✓ Harmonização: Própria para acompanhar pratos complexos condimentados, suculentos e gordurosos. Pode ser servida, nos dias quentes, “on the rocks”. Pode também acompanhar um cafezinho final. A Cachaça Samanaú passou a ser produzida a partir de 2004 quando Vidalvo Dadá Costa aceitou o desafio e instalou um alambique artesanal no Sítio Samanaú, na cidade de Caicó, no Sertão do Seridó, Rio Grande do Norte. Mas tudo começou mesmo lá atrás, em 1994 com a construção da Barragem Passagem das Traíras, perenizando o Rio Seridó, fundamental para o incrementado do cultivo da cana de açúcar naquela região. Segundo o fabricante, a cana dessa região é diferenciada por possuir um maior teor de sacarose, devido as 4000 horas de insolação por ano e a grande amplitude térmica entre dia e noite. ",Volume: 500ml,,,,,https://www.araraunacachacaria.com.br/cachaca-samanau-envelhecida-500ml,12/07/2021 23:33
22,60faf0176b65d1ecae4649db,Cachaça Capão da Palha Envelhecida 2 Anos 700ml," R$ 79,90 "," Cachaça Artesanal Capão da Palha Tradicional Envelhecida 2 Anos em Madeira Brasileira Canela Amarela – 700ml Produzida na Fazenda Capão da Palha em um lindo vale na Chapada dos Veadeiros, nordeste de Goiás. Diferente da imensa maioria, o envelhecimento na Madeira Brasileira Canela Amarela dá um sabor único, bem diferente dos toneis comuns de carvalho americano ou europeu. ORIGEM: Chapada dos Veadeiro/GO MADEIRA: Canela Amarela ENVELHECIMENTO: 2 anos Grad. Alcoólica.: 39% Volume: 700ml ",Volume: 700ml,,,,2 Anos,https://www.araraunacachacaria.com.br/cachaca-capao-da-palha-envelhecida-2-anos-700ml,12/07/2021 23:33
