,_id,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,LINK,DATA_COLETA
23,60faf0176b65d1ecae4649dc,Cachaça Saracura Extra Premium 700ml," R$ 179,90 "," A cachaça SARACURA é um produto diferenciado. elaborada de forma artesanal por seu fundador, Élio Gregório, seus blends especiais são envelhecidos em barris de carvalho europeu por 8 (oito) anos. Isto lhe proporciona o toque magnifico do seu sabor aveludado e sua macies, com fragrância suave e amadeirada. A Saracua foi premiada com medalha de ouro no concours mundial de bruxelas – etapa brasil 2018 e com a grande medalha de ouro no concurso vinhos e destilados do brasil - 2019 - 17ª edição É uma cachaça sem precedentes. A arte do Blend utilizada por Élio confere suavidade, sabor e aromas particulares à Saracura. É uma viagem no tempo e os tons de amadeirado, frutado e especiarias são marcantes. ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-saracura-extra-premium,12/07/2021 23:33
24,60faf0176b65d1ecae4649dd,Cachaça Caialua Prata 750ml," R$ 59,99 "," A Cachaça Caialua Prata foi eleita a melhor cachaça branca de Goiás em 2020 e 7ª melhor do Brasil pela Cúpula Da Cachaça. Cachaça premiada no Concurso Mundial de Destilados em Bruxelas 2018. É armazenada em reservatórios de aço inox por 1 ano, possui graduação alcoólica de 40% vol. É leve, com notas cítricas e um leve adocicado ao final. O Alambique Caialua segue uma tradição familiar de cultivo e amor pela terra, sua propriedade está situada na nascente do Rio Extrema, 65 km ao norte de Formosa – Goiás, afluente do Rio Paranã, por isso a chamamos das “terras férteis do vale do Extrema”. Consorciado com gado de corte e devido ao amor pela bebida surgiu a ideia de se produzir a Caialua nas terras de Goiás, muito incentivado pelo tio Hugo Saraiva, na ocasião pecuarista no Maranhão e também apreciador da bebida. Em 2009 iniciou-se os trabalhos com canaviais, construção civil, equipamentos e muito estudo sobre o produto. Em 2012 nascia nossa primeira cachaça. Colheita manual, aproveitamento da folhagem da cana e o bagaço com alimentação animal, a água de resfriamento no processo de destilação, volta para os rios e córregos da mesma forma que veio e o vinhoto e usado como adubo nos próprios canaviais. A Produção da cachaça consiste em padronização do caldo de cana, fermentação, destilação, e armazenamento ou envelhecimento, pois se essas etapas finais não são bem assistidas teremos problemas no produto. ",Volume: 750ml,,,,,https://www.araraunacachacaria.com.br/cachaca-caialua-prata-750ml,12/07/2021 23:34
25,60faf0176b65d1ecae4649de,Cachaça Cabaré Amburana 700ml,"            R$ 45,90   ", Cachaça Cabaré é produzida pelo Engenho Dom Tapparo em Mirassol / SP armazenada em tonéis por 1 ano em de Amburana envasada em uma garrafa de 700ml a 38% de graduação alcoólica Origem: Mirassol / SP Madeira: Amburana Envelhecimento: 6 meses Grad. Alcoólica: 38% Volume: 700ml ,Volume: 700ml,38%,Amburana,Mirassol / SP,6 meses,https://www.araraunacachacaria.com.br/cachaca-cabare-amburana-700ml,12/07/2021 23:34
26,60faf0176b65d1ecae4649df,Cachaça Saracura Prata 700ml," R$ 179,90 "," A cachaça Saracura Prata represnta a cachaça In natura, descansada um ano em toneis de aço inoxidável. Possui graduação alcoólica de 40%. ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-saracura-prata-700ml,12/07/2021 23:34
27,60faf0186b65d1ecae4649e0,Cachaça Weber Haus Prata - 700ml," R$ 75,90 ", Cachaça descansada por um ano em tanques de inox. ,Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-weber-haus-prata-700-ml,12/07/2021 23:34
28,60faf0186b65d1ecae4649e1,Cachaça Estância Moretti Prata 750ml," R$ 399,99 "," A cachaça Estância Moretti é produzida em Jandaia do Sul/PR, uma das regiões com indicação de procedência da cachaça. Luiz Carlos Moretti produtor da Cachaça Estância Moretti, Luiz herdou a paixão pela bebida da família Moretti, que veio da Itália e tinha a tradição de trabalhar com bebidas. Mas o amor pelo destilado tipicamente brasileiro veio do pai e do avô, que eram grandes apreciadores da Cachaça, inclusive prezavam sempre por beber uma boa dose juntos. Coincidência ou não desde sempre a Cachaça fez parte de sua vida, sendo através do seu trabalho ou simplesmente degustando e colecionando bons rótulos. “Eu sempre fui muito encantado por Cachaça por ser um produto brasileiro e com uma riqueza de história. Cachaça é sempre bem-vinda numa roda de amigos e pode harmonizar com um bom churrasco.”, afirma Moretti. Mas com o passar dos anos Luiz começou a sentir uma vontade de produzir a sua própria Cachaça, algo que atendesse as características sensoriais que ele procurava. Queria fazer a sua própria Cachaça Artesanal, uma vez que ele era encantado pelo processo de fabricação e pela qualidade fantástica do produto final. Ainda bem que ele tirou o plano do coração, e em 2001 lançou a Cachaça Estância Moretti, que carrega o nome de sua família. “Encantadora e mágica a Cachaça sempre me traz boas e ótimas lembranças.” Atualmente a Cachaça é produzida na Cachaçaria Companheira na cidade de Jandaia do Sul, no Paraná. Por lá o corte e a colheita da cana-de-açúcar utilizada para a fabricação do destilado é feito de forma manual e no inverno, pois é quando a cana está madura. A destilação é feita em alambique de cobre e todo o processo de envelhecimento são feitos em barris de carvalho americano ou francês. Luiz teve o zelo de produzir uma Cachaça com características sensoriais únicas. Uma cachaça onde as lágrimas escorrem no tempo correto e cada gole proporciona ao apreciador uma lembrança marcante e suave ao seu paladar. A Cachaça Estância Moretti não é apenas uma bebida, é uma obra de arte, onde todos os detalhes foram cuidadosamente pensados, desde a produção até a escolha do rótulo, da garrafa e das rolhas, que foram escolhidas para que a Cachaça não evapore e para que a qualidade seja conservada. Te convidamos a degustar esses rótulos e se surpreender com os sabores e aromas! ",Volume: 750ml,,,,,https://www.araraunacachacaria.com.br/estanciamorettiprata,12/07/2021 23:34
29,60faf0186b65d1ecae4649e2,Cachaça Serra Morena Ouro 670ml," R$ 59,90 "," A fabricação da cachaça Serra Morena é artesanal e seu processo de produção prima pela excelência do produto, a fim de gerar uma cachaça de sabor suave e aroma inconfundível. O conceito de qualidade começa a ser aplicado no plantio da cana-de-açúcar com a supervisão de engenheiro agrônomo. A utilização dos tradicionais alambiques de cobre garante a pureza e a graduação alcoólica, ideais para um destilado de alto nível, que fazem com que a Cachaça Serra Morena seja conhecida, apreciada e degustada em todo o Brasil e em todo o mundo. ",Volume: 670ml,,,,,https://www.araraunacachacaria.com.br/cachacaserramorenaouro670ml,12/07/2021 23:34
30,60faf0186b65d1ecae4649e3,Cachaça Salinas Carvalho 700ml," R$ 74,90 "," Cachaça Salinas Tradicional 700ml Envelhecida 3 anos em tonéis de Bálsamo, possui coloração clara e sabor suave e amadeirado. Frutado com sutis traços de madeira. Sabor: Leve e macia, com acidez equilibrada. Harmonização: Acompanha petiscos, caldos e pratos à base de frutos do mar. Estado: Minas Gerais Envelhecimento: 3 Anos Madeira: Bálsamo ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-salinas-carvalho-700ml,12/07/2021 23:34
31,60faf0186b65d1ecae4649e4,Cachaça Sérgio E Rodrigo Só as Antigas 670ml," R$ 35,90 ", A Cachaça Sérgio E Rodrigo Só as Antigas 670ml é uma edição comemorativa aos 18 anos da dupla. Cachaça fabricada em Salinas/MG. ,Volume: 670ml,,,,,https://www.araraunacachacaria.com.br/cachaca-sergio-e-rodrigo-so-as-antigas-670ml,12/07/2021 23:34
32,60faf0186b65d1ecae4649e5,Cachaça Envelhecida em Canela Sassafrás - 700ml," R$ 79,90 ", Envelhecida 1 anos em barris de Canela Sassafrás ,Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-envelhecida-em-canela-sassafras-700ml,12/07/2021 23:35
33,60faf0186b65d1ecae4649e6,Cachaça Cavaco Ouro 700ml," R$ 45,90 "," A Cachaça Cavaco é a primeira produzida integralmente no Distrito Federal, fruto do sonho de tornar a capital do país expoente na bebida nacional, remetendo, assim, ao próprio surgimento de Brasília, um projeto pioneiro e inovador. O Canavial da Fazenda Cavaco, cravado no Planalto Central e oriundo de canas-de-açúcar selecionadsa, serve como base para a produção do fermento com leveduras selvagens, proporcionando sabor e aroma únicos que remetem o coração do Brasil. A Cachaça Cavaco ouro é envelhecida por no mímino 1 ano em barris de carvalho ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-cavaco-ouro-700ml,12/07/2021 23:35
34,60faf0186b65d1ecae4649e7,Cachaça Estância Moretti Extra Premium 8 Anos 700ml," R$ 399,99 ",,Volume: 700ml,,,,8 Anos,https://www.araraunacachacaria.com.br/cachaca-estancia-moretti-extra-premium-8-anos-700ml,12/07/2021 23:35
35,60faf0196b65d1ecae4649e8,Cachaça Santo Grau Itirapuã 750ml," R$ 59,99 ","   A Cachaça Santo Grau Itirapuã 750ml segue as tradicionais receitas da escola caipira, envelhecendo em barris de carvalho e jequitibá. Com graduação alcoólica de 41%, possui aroma amadeirado e tem sabor aveludado. É fabricada no engenho de Itirapuã, em São Paulo, no único engenho de São Paulo, ainda movido por roda d'água, a Santo Grau Itirapuã carrega em cada garrafa mais de 150 anos de história sendo elaborada pelo engenho da Barra Grande há quatro gerações. Esse engenho, construído em 1860, encontra-se hoje sob o comando de Maurílio Figueiredo Cristófani, que mantém essa tradição e controla todas as etapas da produção. Segundo ele, cada detalhe reflete no sabor da bebida, desde o cuidado com o corte da cana-de-açúcar, a moagem e o tempo de fermentação, até o corte da cachaça e o descanso da bebida. No engenho, a sagra vai de agosto a dezembro, período em que o fermento utilizado atinge o seu auge. A produção artesanal da Santo Grau Itirapuã inclui a fermentação natural a partir de leveduras locais cultivadas em uma mistura de fubá e farelo de arroz, produzidos no antigo moinho de pedra da propriedade. Após o processo de destilação, a bebida é armazenada em tonéis de jequitibá e carvalho. O resultado é uma cachaça de textura aveludada, saborosa, macia e ampla no paladar, com aromas complexos e toques suaves da madeira, que aporta ainda a cor levemente amarelada.  ",Volume: 750ml,,,,,https://www.araraunacachacaria.com.br/cachaca-santo-grau-itirapua-750ml,12/07/2021 23:35
36,60faf0196b65d1ecae4649e9,Cachaça Extra Premium 12 Anos – Lote 48 – 750ml," R$ 169,90 ", Cachaça Extra Premium 12 Anos – Lote 48 – 750ml Cachaça envelhecida 6 anos em barris de carvalho francês e 6 anos em barris de bálsamo. ,Volume: 750ml,,,,12 Anos,https://www.araraunacachacaria.com.br/cachaca-extra-premium-weber-haus-12-anos-750-ml,12/07/2021 23:35
37,60faf0196b65d1ecae4649ea,Cachaça Dom Bré Amburana 700ml," R$ 149,00 "," A marca DOM BRÉ com o seu brasão, remete aos símbolos das famílias tradicionais mineiras, que inspiram princípios éticos e responsáveis por gerações. A Cachaça Dom Bré Amburana é elaborada com requinte e arte, respeitando as tradições seculares de produção da Cachaça Mineira. Após a destilação, a Cachaça Dom Bré é armazenada em tonéis de Amburana, o que lhe confere aroma agradável e um sabor suave, especial e inigualável. Armazenada em tonéis de amburana por um longo tempo, selecionada e elaborada harmoniozamente, com notas amadeiradas, frutadas e florais, com sabor e aroma exclusivos de uma bebida singular. Origem: Guarani / MG Madeira: Amburana Envelhecimento: 3 anos Grad. Alcoólica: 40% Volume: 700ml ",Volume: 700ml,40%,Amburana,Guarani / MG,3 anos,https://www.araraunacachacaria.com.br/cachaca-dom-bre-amburana-700ml,12/07/2021 23:35
38,60faf0196b65d1ecae4649eb,Cachaça SANTO GRAU CORONEL XAVIER CHAVES Garrafa 750ml," R$ 59,99 "," A Cachaça Santo Grau Coronel Xavier Chaves 750ml é produzida no alambique mais antigo em atividade no Brasil, localizado em Coronel Xavier Chaves, na Estrada Real, próximo a Tiradentes e São João Del Rey. Armazenada em tonéis de inox por seis meses, possui graduação alcoólica de 40%. ",Volume: 750ml,,,,,https://www.araraunacachacaria.com.br/cachaca-santo-grau-coronel-xavier-chaves-garrafa-750ml,12/07/2021 23:35
39,60faf0196b65d1ecae4649ec,Cachaça Insinuante 670ml," R$ 35,90 "," Descrição A Insinuante umburana apresenta um cheiro acentuado, cor amarelada e bouquet característico. É uma cachaça encorpada com acidez bastante equilibrada. – Armazenada por 01 ano em tonéis de umburana. – Graduação alcoólica 48% vol. – Indicada para ser apreciada pura – Origem: Januária (MG) ",Volume: 670ml,,,,,https://www.araraunacachacaria.com.br/cachaca-insinuante-670ml,12/07/2021 23:35
40,60faf01a6b65d1ecae4649ed,Cachaça Engenho Fazenda Velha Ouro 700ml,"            R$ 69,90   "," A Cachaça Ouro da Fazenda Velha já foi a ganhadora do título de melhor cachaça envelhecida no ano de 2012, através do VIII concurso de qualidade de cachaça, oferecido pela Universidade Estadual de São Paulo. ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-engenho-fazenda-velha-ouro-700ml,12/07/2021 23:35
41,60faf01a6b65d1ecae4649ee,Cachaça Cavaco Prata 700ml," R$ 45,90 "," A Cachaça Cavaco é a primeira produzida integralmente no Distrito Federal, fruto do sonho de tornar a capital do país expoente na bebida nacional, remetendo, assim, ao próprio surgimento de Brasília, um projeto pioneiro e inovador. O Canavial da Fazenda Cavaco, cravado no Planalto Central e oriundo de canas-de-açúcar selecionadsa, serve como base para a produção do fermento com leveduras selvagens, proporcionando sabor e aroma únicos que remetem o coração do Brasil. ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-cavaco-prata-700ml,12/07/2021 23:36
42,60faf01a6b65d1ecae4649ef,Cachaça Estância Moretti Imburana 750ml," R$ 399,99 "," Visual: - Cristalino, Oleosidade e com lágrimas caindo no tempo correto. Aroma: - Aroma bem adocicado herbal com notas marcantes de especiarias como canela e baunilha. Boca: Macia aveludada com uma leve e interessante apimentadinha e baixíssima acidez. Retrogosto: bem amadeirado persistente e alongado. Harmonização: Cachaça perfeita para adicionar gelo e acompanhar um chocolate meio amargo, e celebrar com os amigos. Origem: Jandaia do Sul - PR Madeira:Amburana (Imburana). Envelhecimento: Descansada em barril de Amburana (Imburana). Graduação Alcoólica: 40% Volume: Garrafa de vidro padronizada de 500ml ",Volume: 750ml,,,,,https://www.araraunacachacaria.com.br/cachaca-estancia-moretti-imburana-750ml,12/07/2021 23:36
43,60faf01a6b65d1ecae4649f0,Cachaça Estância Moretti 4 Madeiras 500ml," R$ 399,99 ",,Volume: 500ml,,,,,https://www.araraunacachacaria.com.br/cachaca-estancia-moretti-4-madeiras-500ml,12/07/2021 23:36
44,60faf01a6b65d1ecae4649f1,Cachaça Remedin Ouro 500ml," R$ 59,99 "," Produzida por um casal de mineiros que reside há vinte anos em Brasília, a Remedin guarda todas as tradições da produção artesanal, como o alambique de cobre a lenha, a fermentação natural e o envelhecimento em tóneis de carvalho. Além da sua qualidade, a Remedin é a primeira cachaça com rótulo customizável do Brasil. ",Volume: 500ml,,,,,https://www.araraunacachacaria.com.br/cachaca-remedin-ouro-500ml,12/07/2021 23:36
45,60faf01a6b65d1ecae4649f2,Cachaça Chico Mineiro Prata 600ml," R$ 39,90 ",,Volume: 600ml,,,,,https://www.araraunacachacaria.com.br/cachaca-chico-mineiro-prata-600ml,12/07/2021 23:36
46,60faf01a6b65d1ecae4649f3,Cachaça Salinas Ipê 700ml," R$ 42,99 ",,Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-salinas-ipe-700ml,12/07/2021 23:36
47,60faf01a6b65d1ecae4649f4,Cachaça Cabaré Prata 700ml," R$ 45,90 "," Cachaça Cabaré Prata 700ml é Armazenada em tonéis de amendoim, esta bebida possui produção artesanal, feita completamente em propriedade familiar, desde o plantio da cana-de-açúcar até sua destilação. Produto totalmente brasileiro, ela possui uma cor clara e pouca interferência pelo sabor da madeira, pelo seu sabor suave é ideal para preparar aquela deliciosa caipirinha! Após o sucesso da Cachaça Cabaré Extra Premium em parceria com os cantores Leonardo e Eduardo Costa, a Dom Tápparo apresenta a nova versão do destilado: Cachaça Cabaré Prata. O Engenho Dom Tápparo produz no Brasil a Cachaça Cabaré Prata, apesar de ser descansada em tonéis de amendoim, ela mantém as características da bebida pura, sua graduação alcoólica é de 38%, o que influencia no sabor e aroma mais intensos. Graduação alcoólica 38%. Contém 700ml. Bebida Nacional. É proibida a venda e o consumo de bebidas alcoólicas para menores de 18 anos. ",Volume: 700ml,,,,,https://www.araraunacachacaria.com.br/cachaca-cabare-prata-700ml-,12/07/2021 23:36
48,60faf01b6b65d1ecae4649f5,Cachaça Dom Tapparo Premium Carvalho 3 anos 700ml," R$ 79,00 "," A Cachaça Dom Tápparo Extra Premium 3 Anos 700ml é uma bebida extra premium, envelhecida por oito anos em barris de carvalho. Leve, é um destilado que possui graduação alcoólica de 40%. ",Volume: 700ml,,,,3 anos,https://www.araraunacachacaria.com.br/cachaca-dom-tapparo-premium-carvalho-3-anos-700ml,12/07/2021 23:36
49,60faf01b6b65d1ecae4649f6,Cachaça Extra Premium 6 Anos - 750ml," R$ 169,90 ", Cachaça Extra Premium 6 Anos - 750ml ,Volume: 750ml,,,,6 Anos,https://www.araraunacachacaria.com.br/cachaca-extra-premium-weber-haus-750-ml,12/07/2021 23:37
50,60faf01b6b65d1ecae4649f7,Cachaça Vanderley Azevedo Premium Black Carvalho 4 Anos 700ml," R$ 309,00 "," A história da cachaça Vanderley Azevedo teve início em 1940, quando meu avô Sergio José de Araujo, em busca de diamantes no Rio Tejuco, firmou residência na cidade de Ituiutaba. Aqui, montou um armazém para atender às demandas do garimpo e dos moradores da cidade. Vanderley Azevedo “Em 1968, fui trabalhar com meu avô no armazém e observava que o caixeiro-viajante deixava alguns tonéis com cachaça e, após 15 dias passava, para pegá-los. Nesse processo, tornei-me o responsável por envasar a cachaça. Em 1984, meu irmão e eu compramos uma fazenda para realizarmos, nós mesmos, nossa própria produção de cachaça. Desde então, destilamos o melaço da cana de açúcar de forma artesanál.” Todo esse processo é feito com a mesma dedicação desde 1984. Em cada gota da Vanderley Azevedo está depositado todo o afeto típico do povo do interior mineiro. Essa cachaça foi medalha de ouro no concurso mundial de Bruxelas em 2019. ",Volume: 700ml,,,,4 Anos,https://www.araraunacachacaria.com.br/cachaca-vanderley-azevedo-premium-black-700ml,12/07/2021 23:37
51,60faf01b6b65d1ecae4649f8,Cachaça Asa Branca Amburana 670ml," R$ 35,90 "," De uma forma artesanal a quase 50 anos de produz a Cachaça Asa Branca em Salinas Minas Gerais, contamos com a generosidade do Criador do Universo que, nos entregou o clima apropriado e nos permite produzir o produto de Extrema Qualidade! Nariz: Uma percepção levemente adocicada e uma pequena acidez lembrando frutas cítricas, com notas combinando castanha do Pará e damasco cristalizado. Boca: A Amburana entrega um sabor amadeirado arrastando um mix de frutas cristalizadas e defumados, a impressão et?lica quase não é percebida pois sua característica invade o palato de uma forma intensa. Retrogosto: Podemos perceber que a impressão alcoólica praticamente se esvai após breves minutos, ficando apenas a lembrança amadeirada cítrica e frutada, pairando sobre o palato. ",Volume: 670ml,,,,,https://www.araraunacachacaria.com.br/0000000000833,12/07/2021 23:37
52,60faf01b6b65d1ecae4649f9,Cachaça Samanaú Ouro 500ml," R$ 59,99 "," Cachaça Samanaú Ouro, essa cachaça é armazenada por 6 meses em barris de louro-canela. Características Sensoriais: ✓ Visual: densa, límpida e brilhante. ✓ Olfativa: muito fina, intensa e persistente. Delicadas notas florais, madeira discreta, amêndoa e especiarias, puxando para a canela. ✓ Gustativa: macia, leve e fina. Decorrente do processo produtivo orgânico. Acidez equilibrada e sabor especial com discreta doçura. ✓ Impressão Final: intensa e persistente, deixando um fim de boca com ervas finas, persistindo traços florais e notas de canela e caramelo. ✓ Harmonização: Pela leve presença do caramelo, amêndoas e canela, é ideal para acompanhar sobremesas: doces, sorvetes, bolos e tortas. A Cachaça Samanaú passou a ser produzida a partir de 2004 quando Vidalvo Dadá Costa aceitou o desafio e instalou um alambique artesanal no Sítio Samanaú, na cidade de Caicó, no Sertão do Seridó, Rio Grande do Norte. Mas tudo começou mesmo lá atrás, em 1994 com a construção da Barragem Passagem das Traíras, perenizando o Rio Seridó, fundamental para o incrementado do cultivo da cana de açúcar naquela região. Segundo o fabricante, a cana dessa região é diferenciada por possuir um maior teor de sacarose, devido as 4000 horas de insolação por ano e a grande amplitude térmica entre dia e noite. ",Volume: 500ml,,,,,https://www.araraunacachacaria.com.br/cachaca-samanau-ouro-500ml,12/07/2021 23:37
53,60faf01b6b65d1ecae4649fa,Cachaça Anísio Santiago 600ml," R$ 399,00 "," A Cachaça Anísio Santiago 600ml é uma edição especial limitada das tradicionais Cachaças Havana, tida por muitos como a marca mais famosa de Cachaças Artesanais do Brasil. É armazenada por 12 anos em barris de bálsamo, madeira típica da região de Salinas, Minas Gerais. Robusta, possui graduação alcoólica de 47%. Por suas características únicas, é muito disputada pelos apreciadores e colecionadores de bons destilados. A Cachaça Havana começou a ser produzida no início da década de 1940 por Anísio Santiago, na Fazenda Havana, no sopé da Serra dos Bois, em Salinas, no norte de Minas Gerais. A fama de sua marca ultrapassou as fronteiras do estado e do Brasil foi construída com o que Theodore Roosevelt, ex-presidente dos Estados Unidos, escreveu: “Faça o que puder, com o que tiver, onde estiver”. E ele fez! A Cachaça Havana e seu produtor são indissociáveis, e o excepcional sucesso alcançado no longo ciclo de vida do produto pode ser comparado ao que Beethoven disse sobre a música: “A dimensão da música está em produzir grandes resultados com meios escassos”. E Anísio, com mínimos recursos e uma produção pequena, de cerca de dez mil litros anuais, criou a sua própria demanda e transformou a Cachaça Havana em um produto altamente cobiçado, verdadeiro objeto de desejo para os apreciadores mais exigentes de destilados. ",Volume: 600ml,,,,,https://www.araraunacachacaria.com.br/cachaca-anisio-santiago-600ml,12/07/2021 23:37
54,60faf01b6b65d1ecae4649fb,Cachaça Bola de Ouro 600ml," R$ 39,99 "," A Cachaça Bola de Ouro e a Cachaça Bola de Prata são produzidas em São Sebastião, no agreste alagoano, pela turma do Alambique Gogó da Ema, sob encomenda de Carlos Lira, veterano militante da Cachaça natural da Paraíba e hoje residente na capital federal. A Cachaça Bola de Ouro, possui 40% de graduação alcoólica e traz na receita cachaças em jequitibá e umburana, com toques de bálsamo. Origem: São Sebastião/AL Madeira: Jequitibá/Umburana/Bálsamo Envelhecimento: 1 ano Grad. Alcoólica: 40% Volume: 600ml ",Volume: 600ml,40%,Jequitibá/Umburana/Bálsamo,São Sebastião/AL,1 ano,https://www.araraunacachacaria.com.br/cachaca-bola-de-ouro-600ml,12/07/2021 23:37
55,60faf01b6b65d1ecae4649fc,Cachaça Clássica Meia-noite 500ml," R$ 59,99 "," Cachaça Clássica Meia-noite Nascida da união entre: a tradição mineira, o sabor goiano e a inovação brasiliense a Cachaça Clássica Meia-noite foi elaborada com os padrões das melhores do Brasil. Com um teor alcoólico de 40 graus, é suave, límpida, cheirosa e saborosa. Beber a meia-noite é fazer uma viagem aos mais tradicionais engenhos de Minas Gerais, sentindo o sabor goiano e o fino toque do cerrado brasiliense. Excelente cachaça para uma degustação com queijos, no churrasco e até nas baladas. Sua composição refrescante permite conferir sabor aos mais variados drinks, deixando mais saborosa a nossa caipirinha. Experimente! ",Volume: 500ml,,,,,https://www.araraunacachacaria.com.br/cachaca-classica-meia-noite-500ml,12/07/2021 23:37
